id,date,total_agr_land,workforce,trees,arable_land,ley,perm_grass,perm_crops,prot_cult,add_agr_land,oth_land,qual_landscape,spec_crops,grapes,vegetables,fruits,oth_spec_crops,animal_unit,cattle_animal_unit,dairy_cows,suckler_cows,hor_shee_goa,pigs_poultry,pigs,poultry,eco_proof,organic,farmtype,region,age,educ,cons_general,percep_hail,percep_drought,percep_frost,percep_heavyrain,percep_longrain,percep_heat,cons_farm,self_reduc,self_act,self_cap,self_conf,self_not,legum,legum_eff,conc,conc_eff,add,add_eff,lact,lact_eff,breed,breed_eff,covman,covman_eff,comp,comp_eff,drag,drag_eff,cov,cov_eff,plough,plough_eff,solar,solar_eff,biog,biog_eff,ecodr,ecodr_eff,legum_imag,conc_imag,add_imag,lact_imag,breed_imag,covman_imag,comp_imag,drag_imag,cov_imag,plough_imag,solar_imag,biog_imag,ecodr_imag,activ_dairy,activ_cattle,activ_pig,activ_poultry,activ_arab,activ_special,activ_nonag,attain_ghg,attain_yield,attain_biodiv,attain_soil,attain_incom,attain_acknow,innov_pion,innov_early,innov_thorou,innov_others,innov_trad,satisf_ldw,thresh_ldw,satisf_total,thresh_total,share,others_opinions,soc_impr,soc_inc,soc_env,soc_compinc,soc_compenv,net_name1_neigh,net_name1_work,net_name1_frien,net_name1_fam,net_name1_part,net_name1_club,net_name1_vet,net_name1_ext,net_name1_oth,net_name2_neigh,net_name2_work,net_name2_frien,net_name2_fam,net_name2_part,net_name2_club,net_name2_vet,net_name2_ext,net_name2_oth,net_name3_neigh,net_name3_work,net_name3_frien,net_name3_fam,net_name3_part,net_name3_club,net_name3_vet,net_name3_ext,net_name3_oth,net_name4_neigh,net_name4_work,net_name4_frien,net_name4_fam,net_name4_part,net_name4_club,net_name4_vet,net_name4_ext,net_name4_oth,net_name5_neigh,net_name5_work,net_name5_frien,net_name5_fam,net_name5_part,net_name5_club,net_name5_vet,net_name5_ext,net_name5_oth,net_name6_neigh,net_name6_work,net_name6_frien,net_name6_fam,net_name6_part,net_name6_club,net_name6_vet,net_name6_ext,net_name6_oth,net_name7_neigh,net_name7_work,net_name7_frien,net_name7_fam,net_name7_part,net_name7_club,net_name7_vet,net_name7_ext,net_name7_oth,net_name8_neigh,net_name8_work,net_name8_frien,net_name8_fam,net_name8_part,net_name8_club,net_name8_vet,net_name8_ext,net_name8_oth,net_name9_neigh,net_name9_work,net_name9_frien,net_name9_fam,net_name9_part,net_name9_club,net_name9_vet,net_name9_ext,net_name9_oth,net_name10_neigh,net_name10_work,net_name10_frien,net_name10_fam,net_name10_part,net_name10_club,net_name10_vet,net_name10_ext,net_name10_oth,net_name1_imp,net_name2_imp,net_name3_imp,net_name4_imp,net_name5_imp,net_name6_imp,net_name7_imp,net_name8_imp,net_name9_imp,net_name10_imp,lott_1,lott_2,lott_3,agroconcept,network,GHG_goal,env_goal,biodiv_goal,acknow_goal,yield_goal,income_goal,info_gew,info_resul,interviewtime
32,25.03.2019 09:38,3160,1.25135,35,1345,921,541,5,0,0,607,0,5,5,0,0,0,18.691,0,0,0,18.691,0,0,0,1,0,Others,Flaachtal,58,1,5,1,2,2,3,2,2,5,2,2,2,3,3,2,NA,2,NA,3,3,3,NA,3,NA,1,3,1,2,1,2,2,1,2,1,1,5,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,NA,5,5,5,5,1,1,1,5,3,4,5,2,3,5,5,5,5,5,4,8,4,8,3,3,2,5,5,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,NA,NA,NA,NA,NA,NA,10,7,1,0,4,3,5,4,1,2,6,1,1,8215.84
33,16.03.2019 18:59,139,0.63747,0,0,0,0,139,0,0,0,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,Specialized crops,Andere Gemeinde,55,4,4,2,2,2,2,2,1,2,3,3,2,4,3,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,2,NA,1,NA,1,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,5,5,5,5,5,1,1,2,1,3,4,1,3,1,4,5,5,5,3,1,5,1,1,5,3,1,3,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,1,3,3,3,1,1,8,0,10,2,5,6,3,1,4,2,2,832.36
34,16.03.2019 23:06,1931,0.44482,20,1797,9,125,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Arable farming,Stammertal,52,1,4,3,2,1,1,1,2,4,4,3,3,4,4,3,3,3,2,3,2,3,2,3,2,3,3,3,2,1,5,1,4,1,4,2,4,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,3,3,4,4,3,5,2,4,3,3,3,4,4,2,5,3,7,2,2,2,2,3,3,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7,1,0,1,1,4,5,6,2,3,1,2,1774.82
35,17.03.2019 10:07,2341,1.56816,80,1057,569,694,8,0,13,204,0,8,0,0,8,0,21.7035,21.7035,20.4356,0.6082,0,0,0,0,1,1,Livestock,Stammertal,64,2,5,2,3,2,2,1,2,4,4,4,3,3,4,1,3,1,5,1,4,1,5,2,3,1,4,1,4,1,4,1,3,2,4,2,4,2,3,1,4,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,0,NA,2,3,5,2,1,1,3,3,2,3,4,4,4,3,4,3,4,5,5,7,4,6,4,1,1,1,3,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,3,3,2,2,1,2,4,11,6,0,10,4,6,5,2,1,3,2,1,2108.06
36,19.03.2019 09:03,1896,0.87377,42,1479,120,235,62,0,0,761,0,62,62,125,0,0,4.2907,4.2907,0,0,0,0,0,0,1,0,Livestock,Stammertal,NA,1,4,3,3,3,3,1,3,4,2,2,1,3,3,2,3,2,3,2,3,2,2,2,2,2,3,2,1,2,3,2,2,2,2,2,3,2,2,2,3,0,NA,NA,1,0,0,0,0,1,0,0,0,0,5,3,4,4,1,1,2,4,3,4,4,4,4,1,2,2,4,4,3,5,4,4,3,3,2,3,2,4,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,7,0,2,1,3,4,6,2,5,2,1,1261.12
37,20.03.2019 10:34,2237,1.22565,52,1291,117,817,0,0,12,651,0,0,0,0,0,0,13.2412,13.2412,0,0,0,0,0,0,1,0,Livestock,Thurtal,45,1,4,2,2,2,1,2,2,3,2,4,4,4,4,1,4,2,2,2,4,3,4,1,4,2,3,2,4,1,4,2,2,2,3,1,4,2,4,2,4,NA,0,NA,NA,NA,0,NA,NA,0,1,NA,0,0,5,3,5,4,2,1,1,4,1,3,5,1,4,3,4,2,3,5,1,7,3,7,1,2,2,2,4,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,4,15,1,0,6,4,6,5,3,1,2,1,1,2184.7
38,20.03.2019 16:04,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,Andere Gemeinde,NA,2,5,1,2,1,1,2,3,4,3,4,4,4,2,1,4,1,4,1,4,1,4,2,NA,1,5,2,3,2,3,1,5,1,4,2,4,2,NA,2,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,0,0,NA,1,4,3,2,1,3,1,5,3,3,5,3,4,3,4,4,4,2,3,1,5,1,2,4,2,3,2,5,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,NA,NA,NA,NA,NA,NA,1,1,1,0,4,4,6,5,3,2,1,2,1,2088.28
39,20.03.2019 20:41,3549,3.62237,101,1388,1045,1047,59,0,10,169,0,59,59,15,0,0,68.0029,67.7029,58.7781,0,0,0.3,0,0.3,1,0,Livestock,Thurtal,50,4,5,3,3,3,3,3,3,2,4,4,4,4,5,2,NA,2,5,2,NA,2,NA,2,NA,2,NA,1,NA,1,5,2,NA,2,NA,2,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,5,1,1,4,4,4,4,5,4,2,5,1,5,5,4,10,4,9,4,4,3,5,5,4,4,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,1,3,5,6,1,2,4,1,1,970.19
40,21.03.2019 09:28,1967,1.66962,73,801,255,806,95,0,0,338,0,95,95,0,0,0,32.553,31.503,0,26.4027,1.05,0,0,0,1,0,Livestock,Kohlfirst/Rhein,47,1,4,3,2,1,1,1,2,4,2,4,3,4,3,2,NA,2,NA,1,4,1,5,2,NA,1,5,2,NA,1,3,2,NA,2,NA,2,4,2,3,1,5,NA,NA,NA,NA,1,NA,0,NA,NA,0,0,0,NA,1,5,5,5,1,1,1,4,4,4,5,2,3,1,4,4,5,3,3,3,3,2,2,4,1,1,3,4,4,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,15,15,7,0,3,2,5,6,1,4,3,1,1,1327.38
41,21.03.2019 10:28,663,0.62746,2,645,0,18,0,0,0,9,0,160,0,0,0,160,0,0,0,0,0,0,0,0,1,0,Arable farming,Flaachtal,49,1,4,2,3,1,2,2,2,2,2,4,4,4,4,3,2,3,4,3,4,3,4,3,4,3,5,3,4,2,5,2,3,2,3,2,5,2,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,5,5,5,5,1,1,1,3,3,3,4,3,4,2,3,4,2,4,4,3,5,7,1,4,2,2,3,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,3,NA,NA,NA,NA,NA,7,14,2,0,5,1,5,2,3,6,4,1,1,2298.8
42,21.03.2019 22:57,2039,0.91346,52,1081,411,547,0,0,0,839,0,0,0,112,0,0,15.7363,14.1455,0,8.1096,1.5908,0,0,0,1,0,Livestock,Stammertal,51,1,4,1,2,1,2,3,2,4,3,5,1,2,2,2,5,2,1,2,NA,3,NA,1,NA,1,NA,2,NA,1,2,1,NA,2,3,2,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,5,1,5,5,1,2,3,5,3,4,5,3,3,5,4,5,4,5,2,6,2,2,4,2,1,1,4,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,10,15,8,0,2,2,6,5,1,4,3,2,1,2878.78
43,22.03.2019 10:30,4859,2.38069,59,3535,293,688,243,0,100,648,0,373,205,480,38,0,0,0,0,0,0,0,0,0,1,0,Arable farming,Stammertal,32,3,4,3,3,1,1,1,3,4,3,3,1,4,5,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,2,NA,1,3,2,1,2,5,2,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,5,5,5,5,1,1,3,4,3,4,5,5,3,1,4,4,4,5,4,6,4,6,4,1,1,1,4,3,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,7,1,0,2,3,5,6,1,4,2,1,1,918.11
44,22.03.2019 19:26,2334,0.73173,79,1829,157,314,34,0,0,264,0,18,0,7,11,23,2.145,0.2012,0.1315,0,1.5438,0.4,0,0.4,1,0,Others,Stammertal,41,1,4,3,2,1,1,2,2,4,4,5,2,4,5,1,4,2,5,2,3,2,4,2,4,1,5,2,4,1,4,1,4,2,3,2,4,2,3,1,5,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,0,NA,1,4,3,1,1,1,2,3,4,4,5,3,5,2,3,4,4,5,4,2,5,2,3,2,2,4,4,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,2,2,NA,NA,1,1,4,0,8,2,5,3,1,4,6,2,1,4696.31
45,24.03.2019 20:01,2851,2.43409,121,722,1481,594,0,0,0,629,0,0,0,0,0,0,64.3401,64.3401,0.4712,52.0958,0,0,0,0,1,0,Livestock,Kohlfirst/Rhein,54,1,5,1,2,1,1,2,2,4,2,4,2,1,2,2,4,2,4,1,4,1,3,2,NA,1,5,2,1,1,5,2,2,2,2,1,5,2,1,1,4,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,0,NA,5,3,4,2,1,3,3,3,4,2,5,2,4,2,2,4,3,4,3,6,4,4,3,2,2,1,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,1,NA,NA,NA,NA,15,15,8,0,6,2,4,3,1,6,5,2,1,2427.41
46,24.03.2019 21:27,4499,2.83468,100,691,1061,2700,0,0,47,800,0,12,0,12,0,0,59.6794,59.4794,0.4959,46.011,0,0.2,0,0.2,1,0,Livestock,Flaachtal,59,2,4,1,2,1,2,1,2,4,2,5,2,2,3,2,3,2,NA,1,3,1,2,2,2,1,3,2,1,1,4,2,2,2,2,1,4,2,2,2,2,NA,NA,NA,NA,1,NA,0,NA,1,0,NA,0,1,3,3,5,3,1,2,1,1,3,3,4,5,5,1,3,3,5,5,4,5,4,7,4,3,3,4,3,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,3,2,3,3,2,2,2,10,13,2,0,10,6,3,2,1,5,4,1,1,2650.43
47,25.03.2019 10:11,1145,0.91991,30,150,468,453,69,0,5,99,0,69,0,0,69,0,12.4377,9.6377,0,8.1863,2.8,0,0,0,1,1,Livestock,Flaachtal,65,1,4,1,3,2,2,2,2,4,4,4,3,4,5,2,5,1,4,2,5,3,4,2,3,1,3,1,4,1,4,2,4,2,3,2,3,2,3,2,3,NA,NA,NA,NA,1,NA,NA,NA,NA,0,1,0,NA,1,2,5,3,1,1,1,4,2,4,4,2,4,4,4,3,4,5,4,3,4,2,3,3,2,2,4,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,1,1,2,2,3,3,3,3,5,1,4,0,10,3,5,6,2,1,4,2,2,2163.86
48,26.03.2019 09:21,2290,1.26645,52,1699,0,487,104,0,0,236,0,104,0,0,0,104,14.3235,12.2735,0,0,1.8,0.25,0,0.25,1,0,Livestock,Kohlfirst/Rhein,66,3,4,2,2,2,2,2,2,3,4,2,4,4,4,1,4,2,4,2,NA,3,NA,2,NA,1,5,2,NA,2,3,1,3,2,2,2,2,2,1,1,3,NA,NA,NA,NA,1,NA,1,1,NA,0,0,0,NA,5,1,3,3,1,1,1,4,3,4,4,3,3,3,3,3,3,3,2,5,4,9,2,1,1,4,3,3,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,9,7,4,0,2,2,5,6,1,3,4,2,1,2130.32
49,26.03.2019 11:54,3834,1.84709,128,3212,0,493,129,0,0,2185,0,129,129,0,0,0,0,0,0,0,0,0,0,0,1,0,Arable farming,Kohlfirst/Rhein,41,3,5,2,3,2,1,2,3,4,5,5,4,5,4,3,4,3,3,3,3,3,2,3,3,3,4,3,5,1,4,1,5,1,4,2,4,2,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,4,5,5,1,1,2,4,3,2,3,4,2,4,5,4,3,5,2,8,4,6,3,4,3,4,5,2,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,2,2,3,1,2,3,1,8,9,6,1,10,5,4,1,6,2,3,2,1,1503.48
50,26.03.2019 22:19,1397,0.75905,15,903,122,203,115,0,0,483,0,115,115,0,0,0,0,0,0,0,0,0,0,0,1,0,Others,Flaachtal,57,1,4,1,2,2,2,2,3,3,2,3,2,3,4,3,4,3,NA,3,NA,3,3,3,2,3,NA,3,NA,2,4,1,3,2,3,2,4,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,5,4,5,5,2,1,1,4,2,4,4,3,3,2,3,3,3,4,3,6,4,6,2,4,2,2,3,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,NA,NA,NA,NA,NA,NA,8,5,4,0,4,2,3,4,6,1,5,2,1,2713.02
51,27.03.2019 07:21,1170,0.59958,43,931,0,211,28,0,0,19,0,28,28,0,0,0,0.14,0,0,0,0,0.14,0,0.14,1,0,Arable farming,Flaachtal,49,1,4,1,2,1,2,1,2,4,3,2,4,4,2,2,NA,2,NA,3,NA,3,NA,3,NA,1,5,2,NA,1,5,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,5,5,5,5,1,2,1,4,2,3,4,1,4,3,4,4,4,4,3,7,4,7,2,2,1,1,4,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,5,12,4,1,2,2,5,3,1,4,6,2,1,1383.45
52,28.03.2019 17:17,2098,0.54051,29,1847,0,251,0,0,0,447,0,0,0,0,0,0,1.85,0,0,0,1.75,0.1,0,0.1,1,0,Others,Thurtal,56,2,4,1,1,2,1,2,2,3,3,3,3,4,2,2,5,2,4,3,4,3,5,3,4,2,5,2,4,2,5,2,4,2,2,2,4,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,5,5,5,4,1,2,1,3,4,3,3,2,3,2,2,4,3,4,2,5,5,9,1,2,3,3,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1,2,3,2,3,2,8,4,2,0,10,3,5,6,1,2,4,1,1,1823.44
